Plot Title: 4.1.4 Leone 1.12.2022,,,,,,
#,Date Time," GMT-08:00""	""Abs Pres", psi (LGR S/N: 20158653," SEN S/N: 20158653)""	""Temp", °F (LGR S/N: 20158653," SEN S/N: 20158653)""	Coupler Detached (LGR S/N: 20158653)	End Of File (LGR S/N: 20158653)"
1,1/12/2022 12:00,14.672,98.307,Logged,Logged,
2,1/12/2022 12:15,14.6642,100.882,,,
3,1/12/2022 12:30,14.6524,102.29,,,
4,1/12/2022 12:45,14.6429,108.108,,,
5,1/12/2022 13:00,14.6295,96.361,,,
6,1/12/2022 13:15,14.6276,93.493,,,
7,1/12/2022 13:30,14.6333,89.384,,,
8,1/12/2022 13:45,14.6408,84.654,,,
9,1/12/2022 14:00,14.659,82.686,,,
10,1/12/2022 14:15,14.6623,81.621,,,
11,1/12/2022 14:30,14.6704,80.735,,,
12,1/12/2022 14:45,14.6751,80.735,,,
13,1/12/2022 15:00,14.6669,79.853,,,
14,1/12/2022 15:15,14.6445,78.624,,,
15,1/12/2022 15:30,14.6359,77.4,,,
16,1/12/2022 15:45,14.6336,77.4,,,
17,1/12/2022 16:00,14.6302,76.703,,,
18,1/12/2022 16:15,14.6326,76.703,,,
19,1/12/2022 16:30,14.6349,76.703,,,
20,1/12/2022 16:45,14.6523,77.574,,,
21,1/12/2022 17:00,14.6642,77.749,,,
22,1/12/2022 17:15,14.6584,78.624,,,
23,1/12/2022 17:30,14.6492,82.33,,,
24,1/12/2022 17:45,14.6469,92.363,,,
25,1/12/2022 18:00,14.6495,92.55,,,
26,1/12/2022 18:15,14.6507,110.046,,,
27,1/12/2022 18:30,14.6403,113.587,,,
28,1/12/2022 18:45,14.6448,116.33,,,
29,1/12/2022 19:00,14.6265,102.088,,,
30,1/12/2022 19:15,14.6173,89.569,,,
31,1/12/2022 19:30,14.6302,80.206,,,
32,1/12/2022 19:45,14.6432,79.502,,,
33,1/12/2022 20:00,14.64,78.8,,,
34,1/12/2022 20:15,14.6349,78.449,,,
35,1/12/2022 20:30,14.634,77.749,,,
36,1/12/2022 20:45,14.6384,77.574,,,
37,1/12/2022 21:00,14.6429,77.4,,,
38,1/12/2022 21:15,14.6411,77.923,,,
39,1/12/2022 21:30,14.6294,77.749,,,
40,1/12/2022 21:45,14.6243,77.4,,,
41,1/12/2022 22:00,14.6121,77.05,,,
42,1/12/2022 22:15,14.615,77.4,,,
43,1/12/2022 22:30,14.6244,77.574,,,
44,1/12/2022 22:45,14.6323,78.274,,,
45,1/12/2022 23:00,14.6369,80.029,,,
46,1/12/2022 23:15,14.6401,84.115,,,
47,1/12/2022 23:30,14.6392,85.194,,,
48,1/12/2022 23:45,14.6372,88.833,,,
49,1/13/2022 0:00,14.6356,98.897,,,
50,1/13/2022 0:15,14.6226,83.221,,,
51,1/13/2022 0:30,14.6169,85.915,,,
52,1/13/2022 0:45,14.6088,86.823,,,
53,1/13/2022 1:00,14.6065,83.399,,,
54,1/13/2022 1:15,14.6118,85.554,,,
55,1/13/2022 1:30,14.623,83.579,,,
56,1/13/2022 1:45,14.6237,80.559,,,
57,1/13/2022 2:00,14.6407,79.326,,,
58,1/13/2022 2:15,14.6492,78.8,,,
59,1/13/2022 2:30,14.6488,78.449,,,
60,1/13/2022 2:45,14.6416,78.274,,,
61,1/13/2022 3:00,14.6391,78.098,,,
62,1/13/2022 3:15,14.63,78.274,,,
63,1/13/2022 3:30,14.6237,78.8,,,
64,1/13/2022 3:45,14.6163,78.449,,,
65,1/13/2022 4:00,14.6137,78.274,,,
66,1/13/2022 4:15,14.6155,77.749,,,
67,1/13/2022 4:30,14.6272,77.923,,,
68,1/13/2022 4:45,14.6423,78.8,,,
69,1/13/2022 5:00,14.6392,78.274,,,
70,1/13/2022 5:15,14.6362,79.502,,,
71,1/13/2022 5:30,14.6356,84.295,,,
72,1/13/2022 5:45,14.6297,88.466,,,
73,1/13/2022 6:00,14.626,82.33,,,
74,1/13/2022 6:15,14.6166,85.735,,,
75,1/13/2022 6:30,14.6179,101.082,,,
76,1/13/2022 6:45,14.6102,108.108,,,
77,1/13/2022 7:00,14.5936,89.2,,,
78,1/13/2022 7:15,14.5866,87.552,,,
79,1/13/2022 7:30,14.5925,83.399,,,
80,1/13/2022 7:45,14.6011,81.09,,,
81,1/13/2022 8:00,14.6069,80.206,,,
82,1/13/2022 8:15,14.6153,79.502,,,
83,1/13/2022 8:30,14.6172,79.151,,,
84,1/13/2022 8:45,14.6253,78.274,,,
85,1/13/2022 9:00,14.6178,77.749,,,
86,1/13/2022 9:15,14.6033,77.4,,,
87,1/13/2022 9:30,14.5911,76.876,,,
88,1/13/2022 9:45,14.5838,76.703,,,
89,1/13/2022 10:00,14.5857,76.354,,,
90,1/13/2022 10:15,14.5982,77.05,,,
91,1/13/2022 10:30,14.6043,76.354,,,
92,1/13/2022 10:45,14.6098,77.05,,,
93,1/13/2022 11:00,14.611,79.678,,,
94,1/13/2022 11:15,14.6124,84.295,,,
95,1/13/2022 11:30,14.6091,83.579,,,
96,1/13/2022 11:45,14.6081,86.277,,,
97,1/13/2022 12:00,14.6066,107.258,,,
98,1/13/2022 12:15,14.6028,113.587,,,
99,1/13/2022 12:30,14.6101,116.562,,,
100,1/13/2022 12:45,14.5886,109.18,,,
101,1/13/2022 12:59,14.5833,105.786,,,
102,1/13/2022 13:14,14.5744,95.4,,,
103,1/13/2022 13:29,14.5824,91.24,,,
104,1/13/2022 13:44,14.5818,85.735,,,
105,1/13/2022 13:59,14.5872,82.864,,,
106,1/13/2022 14:14,14.6037,79.502,,,
107,1/13/2022 14:29,14.6307,78.8,,,
108,1/13/2022 14:44,14.6047,78.449,,,
109,1/13/2022 14:59,14.6052,78.8,,,
110,1/13/2022 15:14,14.5933,78.624,,,
111,1/13/2022 15:29,14.5808,77.923,,,
112,1/13/2022 15:44,14.5685,77.4,,,
113,1/13/2022 15:59,14.5653,76.703,,,
114,1/13/2022 16:14,14.5651,76.528,,,
115,1/13/2022 16:29,14.5725,76.876,,,
116,1/13/2022 16:44,14.5854,77.923,,,
117,1/13/2022 16:59,14.5953,80.206,,,
118,1/13/2022 17:14,14.597,83.221,,,
119,1/13/2022 17:29,14.5946,84.834,,,
120,1/13/2022 17:44,14.5936,87.552,,,
121,1/13/2022 17:59,14.5966,106.835,,,
122,1/13/2022 18:14,14.5927,113.137,,,
123,1/13/2022 18:29,14.5973,115.867,,,
124,1/13/2022 18:44,14.588,118.679,,,
125,1/13/2022 18:59,14.5702,106.414,,,
126,1/13/2022 19:14,14.5532,96.748,,,
127,1/13/2022 19:29,14.5582,88.833,,,
128,1/13/2022 19:44,14.5669,85.014,,,
129,1/13/2022 19:59,14.5751,82.508,,,
130,1/13/2022 20:14,14.5828,81.266,,,
131,1/13/2022 20:29,14.586,80.206,,,
132,1/13/2022 20:44,14.587,79.151,,,
133,1/13/2022 20:59,14.5843,78.8,,,
134,1/13/2022 21:14,14.5747,78.624,,,
135,1/13/2022 21:29,14.5657,78.8,,,
136,1/13/2022 21:44,14.5538,78.624,,,
137,1/13/2022 21:59,14.5561,78.624,,,
138,1/13/2022 22:14,14.5629,78.449,,,
139,1/13/2022 22:29,14.5666,77.749,,,
140,1/13/2022 22:44,14.5761,77.923,,,
141,1/13/2022 22:59,14.5817,80.382,,,
142,1/13/2022 23:14,14.5917,84.474,,,
143,1/13/2022 23:29,14.5918,86.277,,,
144,1/13/2022 23:44,14.5911,92.363,,,
145,1/13/2022 23:59,14.5908,101.685,,,
146,1/14/2022 0:14,14.5821,102.088,,,
147,1/14/2022 0:29,14.5795,110.701,,,
148,1/14/2022 0:44,14.5776,109.612,,,
149,1/14/2022 0:59,14.5667,102.697,,,
150,1/14/2022 1:14,14.5532,91.987,,,
151,1/14/2022 1:29,14.5615,89.569,,,
152,1/14/2022 1:44,14.5634,85.915,,,
153,1/14/2022 1:59,14.5696,83.579,,,
154,1/14/2022 2:14,14.577,82.152,,,
155,1/14/2022 2:29,14.5828,81.266,,,
156,1/14/2022 2:44,14.5851,81.266,,,
157,1/14/2022 2:59,14.5837,80.206,,,
158,1/14/2022 3:14,14.5783,79.678,,,
159,1/14/2022 3:29,14.5643,79.502,,,
160,1/14/2022 3:44,14.5508,79.853,,,
161,1/14/2022 3:59,14.5392,79.853,,,
162,1/14/2022 4:14,14.5521,80.911,,,
163,1/14/2022 4:29,14.5603,80.029,,,
164,1/14/2022 4:44,14.5674,80.206,,,
165,1/14/2022 4:59,14.5689,83.043,,,
166,1/14/2022 5:14,14.5666,84.834,,,
167,1/14/2022 5:29,14.5747,87.368,,,
168,1/14/2022 5:44,14.5763,93.493,,,
169,1/14/2022 5:59,14.5753,95.976,,,
170,1/14/2022 6:14,14.5621,93.304,,,
171,1/14/2022 6:29,14.5585,97.137,,,
172,1/14/2022 6:44,14.5506,95.016,,,
173,1/14/2022 6:59,14.546,91.8,,,
174,1/14/2022 7:14,14.5492,92.363,,,
175,1/14/2022 7:29,14.547,87.552,,,
176,1/14/2022 7:44,14.5553,85.014,,,
177,1/14/2022 7:59,14.5634,84.115,,,
178,1/14/2022 8:14,14.5743,83.579,,,
179,1/14/2022 8:29,14.5763,83.399,,,
180,1/14/2022 8:44,14.5759,83.043,,,
181,1/14/2022 8:59,14.5751,82.508,,,
182,1/14/2022 9:14,14.5577,81.621,,,
183,1/14/2022 9:29,14.5538,82.152,,,
184,1/14/2022 9:44,14.5538,82.152,,,
185,1/14/2022 9:59,14.548,81.266,,,
186,1/14/2022 10:14,14.5493,82.33,,,
187,1/14/2022 10:29,14.5596,79.502,,,
188,1/14/2022 10:44,14.5763,79.853,,,
189,1/14/2022 10:59,14.5777,82.686,,,
190,1/14/2022 11:14,14.576,86.641,,,
191,1/14/2022 11:29,14.5796,89.2,,,
