Plot Title: 4.1.4 Leone 1.12.2022,,,,,,
#,Date Time," GMT-08:00""	""Abs Pres", psi (LGR S/N: 20158653," SEN S/N: 20158653)""	""Temp", °F (LGR S/N: 20158653," SEN S/N: 20158653)""	Coupler Detached (LGR S/N: 20158653)	End Of File (LGR S/N: 20158653)"
192,1/14/2022 11:44,14.5846,92.737,,,
193,1/14/2022 11:59,14.5805,102.493,,,
194,1/14/2022 12:14,14.5769,104.747,,,
195,1/14/2022 12:29,14.5566,89.384,,,
196,1/14/2022 12:44,14.5592,106.835,,,
197,1/14/2022 12:59,14.556,103.307,,,
198,1/14/2022 13:14,14.5506,95.016,,,
199,1/14/2022 13:29,14.5532,90.309,,,
200,1/14/2022 13:44,14.5554,86.823,,,
201,1/14/2022 13:59,14.5648,85.194,,,
202,1/14/2022 14:14,14.5663,82.864,,,
203,1/14/2022 14:29,14.5721,81.975,,,
204,1/14/2022 14:44,14.5717,81.621,,,
205,1/14/2022 14:59,14.5735,81.266,,,
206,1/14/2022 15:14,14.5596,79.502,,,
207,1/14/2022 15:29,14.8256,78.624,,,
208,1/14/2022 15:44,14.5838,78.449,,,
209,1/14/2022 15:59,14.5654,78.624,,,
210,1/14/2022 16:14,14.5592,79.151,,,
211,1/14/2022 16:29,14.5728,78.975,,,
212,1/14/2022 16:44,14.5891,78.975,,,
213,1/14/2022 16:59,14.5886,80.382,,,
214,1/14/2022 17:14,14.5967,81.266,,,
215,1/14/2022 17:29,14.607,83.757,,,
216,1/14/2022 17:44,14.6021,88.65,,,
217,1/14/2022 17:59,14.6036,96.168,,,
218,1/14/2022 18:14,14.6004,95.59,,,
219,1/14/2022 18:29,14.6097,98.699,,,
220,1/14/2022 18:44,14.593,93.682,,,
221,1/14/2022 18:59,14.5889,92.55,,,
222,1/14/2022 19:14,14.5893,89.569,,,
223,1/14/2022 19:29,14.5922,84.834,,,
224,1/14/2022 19:44,14.5951,81.797,,,
225,1/14/2022 19:59,14.6088,79.853,,,
226,1/14/2022 20:14,14.6168,78.8,,,
227,1/14/2022 20:29,14.623,78.274,,,
228,1/14/2022 20:44,14.63,78.274,,,
229,1/14/2022 20:59,14.6271,77.749,,,
230,1/14/2022 21:14,14.6194,77.225,,,
231,1/14/2022 21:29,14.612,76.876,,,
232,1/14/2022 21:44,14.6047,76.703,,,
233,1/14/2022 21:59,14.6046,76.528,,,
234,1/14/2022 22:14,14.6112,76.354,,,
235,1/14/2022 22:29,14.6069,76.528,,,
236,1/14/2022 22:44,14.6144,77.05,,,
237,1/14/2022 22:59,14.6185,80.206,,,
238,1/14/2022 23:14,14.6221,82.864,,,
239,1/14/2022 23:29,14.6234,85.554,,,
240,1/14/2022 23:44,14.6265,91.053,,,
241,1/14/2022 23:59,14.6256,96.942,,,
242,1/15/2022 0:14,14.6226,101.082,,,
243,1/15/2022 0:29,14.6059,100.882,,,
244,1/15/2022 0:44,14.6159,108.75,,,
245,1/15/2022 0:59,14.6024,100.083,,,
246,1/15/2022 1:14,14.5994,93.304,,,
247,1/15/2022 1:29,14.5998,87.004,,,
248,1/15/2022 1:44,14.6112,83.399,,,
249,1/15/2022 1:59,14.6176,81.266,,,
250,1/15/2022 2:14,14.6256,80.206,,,
251,1/15/2022 2:29,14.6334,79.151,,,
252,1/15/2022 2:44,14.6346,78.274,,,
253,1/15/2022 2:59,14.6313,77.4,,,
254,1/15/2022 3:14,14.6217,77.225,,,
255,1/15/2022 3:29,14.6117,76.703,,,
256,1/15/2022 3:44,14.6047,76.703,,,
257,1/15/2022 3:59,14.602,76.354,,,
258,1/15/2022 4:14,14.6085,76.006,,,
259,1/15/2022 4:29,14.6195,75.484,,,
260,1/15/2022 4:44,14.6271,76.006,,,
261,1/15/2022 4:59,14.6318,77.923,,,
262,1/15/2022 5:14,14.6408,81.266,,,
263,1/15/2022 5:29,14.6376,84.115,,,
264,1/15/2022 5:44,14.6423,92.363,,,
265,1/15/2022 5:59,14.6479,108.322,,,
266,1/15/2022 6:14,14.6416,104.333,,,
267,1/15/2022 6:29,14.6434,112.69,,,
268,1/15/2022 6:44,14.6374,116.1,,,
269,1/15/2022 6:59,14.6243,105.161,,,
270,1/15/2022 7:14,14.6184,96.748,,,
271,1/15/2022 7:29,14.6233,90.495,,,
272,1/15/2022 7:44,14.6339,86.459,,,
273,1/15/2022 7:59,14.6401,84.115,,,
274,1/15/2022 8:14,14.6446,82.33,,,
275,1/15/2022 8:29,14.652,80.911,,,
276,1/15/2022 8:44,14.6507,79.853,,,
277,1/15/2022 8:59,14.6453,79.326,,,
278,1/15/2022 9:14,14.6407,79.326,,,
279,1/15/2022 9:29,14.6268,79.326,,,
280,1/15/2022 9:44,14.6215,78.975,,,
281,1/15/2022 9:59,14.6276,78.274,,,
282,1/15/2022 10:14,14.6314,77.574,,,
283,1/15/2022 10:29,14.6429,77.4,,,
284,1/15/2022 10:44,14.6546,77.574,,,
285,1/15/2022 10:59,14.6659,80.911,,,
286,1/15/2022 11:14,14.6627,81.975,,,
287,1/15/2022 11:29,14.6651,85.374,,,
288,1/15/2022 11:44,14.6629,87.186,,,
289,1/15/2022 11:59,14.6595,91.425,,,
290,1/15/2022 12:14,14.6507,98.11,,,
291,1/15/2022 12:29,14.6539,107.683,,,
292,1/15/2022 12:44,14.6479,114.039,,,
293,1/15/2022 12:59,14.6394,99.885,,,
294,1/15/2022 13:14,14.6394,95.207,,,
295,1/15/2022 13:29,14.6421,89.017,,,
296,1/15/2022 13:44,14.6452,84.474,,,
297,1/15/2022 13:59,14.6558,81.975,,,
298,1/15/2022 14:14,14.6613,80.911,,,
299,1/15/2022 14:29,14.6701,80.559,,,
300,1/15/2022 14:44,14.6736,79.678,,,
301,1/15/2022 14:59,14.6616,79.326,,,
302,1/15/2022 15:14,14.6516,78.8,,,
303,1/15/2022 15:29,14.6439,78.274,,,
304,1/15/2022 15:44,14.6345,78.098,,,
305,1/15/2022 15:59,14.6368,78.098,,,
306,1/15/2022 16:14,14.6388,77.923,,,
307,1/15/2022 16:29,14.6503,77.749,,,
308,1/15/2022 16:44,14.6532,78.274,,,
309,1/15/2022 16:59,14.6606,80.382,,,
310,1/15/2022 17:14,14.6607,82.152,,,
311,1/15/2022 17:29,14.6608,85.735,,,
312,1/15/2022 17:44,14.6597,88.282,,,
313,1/15/2022 17:59,14.6588,95.783,,,
314,1/15/2022 18:14,14.6593,106.624,,,
315,1/15/2022 18:29,14.6574,112.69,,,
316,1/15/2022 18:44,14.6569,117.968,,,
317,1/15/2022 18:59,14.6429,105.161,,,
318,1/15/2022 19:14,14.6376,97.137,,,
319,1/15/2022 19:29,14.6484,90.124,,,
320,1/15/2022 19:44,14.6506,85.014,,,
321,1/15/2022 19:59,14.6581,81.975,,,
322,1/15/2022 20:14,14.6611,80.735,,,
323,1/15/2022 20:29,14.6648,80.029,,,
324,1/15/2022 20:44,14.6693,79.853,,,
325,1/15/2022 20:59,14.6616,79.326,,,
326,1/15/2022 21:14,14.6523,79.326,,,
327,1/15/2022 21:29,14.642,78.624,,,
328,1/15/2022 21:44,14.635,78.624,,,
329,1/15/2022 21:59,14.6323,78.274,,,
330,1/15/2022 22:14,14.6337,77.574,,,
331,1/15/2022 22:29,14.641,77.749,,,
332,1/15/2022 22:44,14.6577,78.098,,,
333,1/15/2022 22:59,14.6671,80.029,,,
334,1/15/2022 23:14,14.6777,77.4,,,
335,1/15/2022 23:29,14.6577,79.853,,,
336,1/15/2022 23:44,14.652,79.151,,,
337,1/15/2022 23:59,14.6517,89.2,,,
338,1/16/2022 0:14,14.6651,102.9,,,
339,1/16/2022 0:29,14.6623,93.304,,,
340,1/16/2022 0:44,14.6523,81.09,,,
341,1/16/2022 0:59,14.6514,89.017,,,
342,1/16/2022 1:14,14.651,88.65,,,
343,1/16/2022 1:29,14.6519,84.295,,,
344,1/16/2022 1:44,14.6635,80.735,,,
345,1/16/2022 1:59,14.6774,78.975,,,
346,1/16/2022 2:14,14.683,77.923,,,
347,1/16/2022 2:29,14.6894,77.574,,,
348,1/16/2022 2:44,14.6936,77.225,,,
349,1/16/2022 2:59,14.6958,77.05,,,
350,1/16/2022 3:14,14.6839,76.876,,,
351,1/16/2022 3:29,14.6722,76.703,,,
352,1/16/2022 3:44,14.6671,76.354,,,
353,1/16/2022 3:59,14.6671,76.354,,,
354,1/16/2022 4:14,14.6729,75.484,,,
355,1/16/2022 4:29,14.6749,75.312,,,
356,1/16/2022 4:44,14.6922,76.006,,,
357,1/16/2022 4:59,14.706,77.749,,,
358,1/16/2022 5:14,14.7115,78.449,,,
359,1/16/2022 5:29,14.7103,75.659,,,
360,1/16/2022 5:44,14.7115,78.449,,,
361,1/16/2022 5:59,14.7113,91.8,,,
362,1/16/2022 6:14,14.7055,100.483,,,
363,1/16/2022 6:29,14.6909,80.382,,,
364,1/16/2022 6:44,14.6897,77.749,,,
365,1/16/2022 6:59,14.8115,76.703,,,
366,1/16/2022 7:14,14.7807,76.181,,,
367,1/16/2022 7:29,14.6881,76.528,,,
368,1/16/2022 7:44,14.7,76.703,,,
369,1/16/2022 7:59,14.7061,76.006,,,
370,1/16/2022 8:14,14.7173,75.659,,,
371,1/16/2022 8:29,14.7221,75.832,,,
372,1/16/2022 8:44,14.7248,76.181,,,
373,1/16/2022 8:59,14.7206,76.528,,,
374,1/16/2022 9:14,14.7081,75.832,,,
375,1/16/2022 9:29,14.6991,76.006,,,
376,1/16/2022 9:44,14.6945,76.006,,,
377,1/16/2022 9:59,14.6961,75.484,,,
378,1/16/2022 10:14,14.6932,74.964,,,
379,1/16/2022 10:29,14.7025,74.964,,,
380,1/16/2022 10:44,14.7118,74.964,,,
381,1/16/2022 10:59,14.7186,76.703,,,
382,1/16/2022 11:14,14.7283,78.8,,,
383,1/16/2022 11:29,14.7263,82.508,,,
384,1/16/2022 11:44,14.7287,89.384,,,
385,1/16/2022 11:59,14.7284,97.137,,,
386,1/16/2022 12:14,14.7174,95.976,,,
387,1/16/2022 12:29,14.7125,97.331,,,
388,1/16/2022 12:44,14.7042,90.124,,,
389,1/16/2022 12:59,14.6942,86.277,,,
390,1/16/2022 13:14,14.6933,87.368,,,
391,1/16/2022 13:29,14.6946,83.221,,,
392,1/16/2022 13:44,14.6997,80.029,,,
393,1/16/2022 13:59,14.7136,78.274,,,
394,1/16/2022 14:14,14.7164,76.876,,,
395,1/16/2022 14:29,14.7232,76.703,,,
396,1/16/2022 14:44,14.7286,77.225,,,
397,1/16/2022 14:59,14.7229,76.528,,,
398,1/16/2022 15:14,14.7158,76.354,,,
399,1/16/2022 15:29,14.7025,74.964,,,
400,1/16/2022 15:44,14.688,74.619,,,
401,1/16/2022 15:59,14.6897,74.098,,,
402,1/16/2022 16:14,14.6896,73.926,,,
403,1/16/2022 16:29,14.6928,74.619,,,
404,1/16/2022 16:44,14.7035,75.832,,,
405,1/16/2022 16:59,14.7109,77.923,,,
406,1/16/2022 17:14,14.7087,79.853,,,
407,1/16/2022 17:29,14.7123,82.508,,,
408,1/16/2022 17:44,14.7135,90.124,,,
409,1/16/2022 17:59,14.7123,103.307,,,
410,1/16/2022 18:14,14.7067,108.536,,,
411,1/16/2022 18:29,14.6929,104.333,,,
412,1/16/2022 18:44,14.6929,111.58,,,
413,1/16/2022 18:59,14.679,102.9,,,
414,1/16/2022 19:14,14.673,92.737,,,
415,1/16/2022 19:29,14.6794,87.368,,,
416,1/16/2022 19:44,14.6861,83.757,,,
417,1/16/2022 19:59,14.6962,80.911,,,
418,1/16/2022 20:14,14.701,79.326,,,
419,1/16/2022 20:29,14.7094,78.624,,,
420,1/16/2022 20:44,14.716,78.274,,,
421,1/16/2022 20:59,14.711,78.098,,,
422,1/16/2022 21:14,14.7013,77.749,,,
423,1/16/2022 21:29,14.689,77.225,,,
424,1/16/2022 21:44,14.6835,76.528,,,
425,1/16/2022 21:59,14.681,76.354,,,
426,1/16/2022 22:14,14.6736,76.006,,,
427,1/16/2022 22:29,14.6775,75.484,,,
428,1/16/2022 22:44,14.6894,75.659,,,
429,1/16/2022 22:59,14.6894,75.659,,,
430,1/16/2022 23:14,14.6945,79.678,,,
431,1/16/2022 23:29,14.6913,82.508,,,
432,1/16/2022 23:44,14.6907,87.186,,,
433,1/16/2022 23:59,14.6907,99.885,,,
434,1/17/2022 0:14,14.6833,98.11,,,
435,1/17/2022 0:29,14.6671,95.016,,,
436,1/17/2022 0:44,14.6691,99.489,,,
437,1/17/2022 0:59,14.6594,88.099,,,
438,1/17/2022 1:14,14.649,80.382,,,
439,1/17/2022 1:29,14.6539,82.33,,,
440,1/17/2022 1:44,14.6619,79.502,,,
441,1/17/2022 1:59,14.6667,77.923,,,
442,1/17/2022 2:14,14.673,77.4,,,
443,1/17/2022 2:29,14.6726,77.05,,,
444,1/17/2022 2:44,14.6768,76.703,,,
445,1/17/2022 2:59,14.6672,76.528,,,
446,1/17/2022 3:14,14.6629,76.703,,,
447,1/17/2022 3:29,14.6854,76.181,,,
448,1/17/2022 3:44,14.796,75.484,,,
449,1/17/2022 3:59,14.6638,75.659,,,
450,1/17/2022 4:14,14.6424,75.312,,,
451,1/17/2022 4:29,14.6485,74.619,,,
452,1/17/2022 4:44,14.6606,74.964,,,
453,1/17/2022 4:59,14.6685,77.574,,,
454,1/17/2022 5:14,14.6769,80.382,,,
455,1/17/2022 5:29,14.6751,82.508,,,
456,1/17/2022 5:44,14.6713,84.834,,,
457,1/17/2022 5:59,14.6706,91.053,,,
458,1/17/2022 6:14,14.6627,83.757,,,
459,1/17/2022 6:29,14.6566,82.686,,,
460,1/17/2022 6:44,14.652,94.253,,,
461,1/17/2022 6:59,14.6424,87.552,,,
462,1/17/2022 7:14,14.6388,83.221,,,
463,1/17/2022 7:29,14.6449,80.735,,,
464,1/17/2022 7:44,14.6532,78.274,,,
465,1/17/2022 7:59,14.663,76.876,,,
466,1/17/2022 8:14,14.6746,76.876,,,
467,1/17/2022 8:29,14.6751,77.225,,,
468,1/17/2022 8:44,14.678,75.832,,,
469,1/17/2022 8:59,14.6687,75.832,,,
470,1/17/2022 9:14,14.6645,76.181,,,
471,1/17/2022 9:29,14.6455,75.832,,,
472,1/17/2022 9:44,14.6463,76.528,,,
473,1/17/2022 9:59,14.6421,76.876,,,
474,1/17/2022 10:14,14.6417,76.528,,,
475,1/17/2022 10:29,14.6432,75.832,,,
476,1/17/2022 10:44,14.6533,76.528,,,
477,1/17/2022 10:59,14.6662,79.326,,,
478,1/17/2022 11:14,14.6743,81.975,,,
479,1/17/2022 11:29,14.6739,83.399,,,
480,1/17/2022 11:44,14.6745,85.554,,,
481,1/17/2022 11:59,14.6671,80.029,,,
482,1/17/2022 12:14,14.6594,81.266,,,
483,1/17/2022 12:29,14.6539,80.559,,,
484,1/17/2022 12:44,14.655,77.923,,,
485,1/17/2022 12:59,14.6426,78.975,,,
486,1/17/2022 13:14,14.6418,78.449,,,
487,1/17/2022 13:29,14.6481,77.923,,,
488,1/17/2022 13:44,14.6606,76.703,,,
489,1/17/2022 13:59,14.6667,76.006,,,
490,1/17/2022 14:14,14.6729,75.484,,,
491,1/17/2022 14:29,14.6822,75.484,,,
492,1/17/2022 14:44,14.6778,75.659,,,
493,1/17/2022 14:59,14.6749,75.312,,,
494,1/17/2022 15:14,14.6684,75.659,,,
495,1/17/2022 15:29,14.8081,75.832,,,
496,1/17/2022 15:44,14.6497,75.484,,,
497,1/17/2022 15:59,14.6494,75.312,,,
498,1/17/2022 16:14,14.6564,75.312,,,
499,1/17/2022 16:29,14.6658,73.58,,,
500,1/17/2022 16:44,14.6694,74.619,,,
501,1/17/2022 16:59,14.6838,73.062,,,
502,1/17/2022 17:14,14.6648,74.619,,,
503,1/17/2022 17:29,14.6677,76.876,,,
504,1/17/2022 17:44,14.6716,79.853,,,
505,1/17/2022 17:59,14.6696,88.65,,,
506,1/17/2022 18:14,14.6648,95.016,,,
507,1/17/2022 18:29,14.6606,98.503,,,
508,1/17/2022 18:44,14.6539,92.363,,,
509,1/17/2022 18:59,14.6523,86.277,,,
510,1/17/2022 19:14,14.6535,80.206,,,
511,1/17/2022 19:29,14.6491,78.624,,,
512,1/17/2022 19:44,14.6642,77.749,,,
513,1/17/2022 19:59,14.6675,76.703,,,
514,1/17/2022 20:14,14.6717,76.354,,,
515,1/17/2022 20:29,14.6854,76.181,,,
516,1/17/2022 20:44,14.7992,76.181,,,
517,1/17/2022 20:59,14.6919,75.832,,,
518,1/17/2022 21:14,14.6783,76.006,,,
519,1/17/2022 21:29,14.6687,75.832,,,
520,1/17/2022 21:44,14.6594,75.832,,,
521,1/17/2022 21:59,14.6803,75.832,,,
522,1/17/2022 22:14,14.6636,75.484,,,
523,1/17/2022 22:29,14.668,75.312,,,
524,1/17/2022 22:44,14.6772,75.312,,,
525,1/17/2022 22:59,14.6852,76.006,,,
526,1/17/2022 23:14,14.6973,76.354,,,
527,1/17/2022 23:29,14.6955,76.876,,,
528,1/17/2022 23:44,14.6877,76.181,,,
529,1/17/2022 23:59,14.6833,76.354,,,
530,1/18/2022 0:14,14.6797,77.225,,,
531,1/18/2022 0:29,14.6746,78.624,,,
532,1/18/2022 0:44,14.6607,82.152,,,
533,1/18/2022 0:59,14.653,81.621,,,
534,1/18/2022 1:14,14.6507,79.853,,,
535,1/18/2022 1:29,14.6584,78.624,,,
536,1/18/2022 1:44,14.6703,77.05,,,
537,1/18/2022 1:59,14.6784,76.181,,,
538,1/18/2022 2:14,14.6919,75.832,,,
539,1/18/2022 2:29,14.7031,75.484,,,
540,1/18/2022 2:44,14.7049,75.139,,,
541,1/18/2022 2:59,14.7052,75.312,,,
542,1/18/2022 3:14,14.7016,74.271,,,
543,1/18/2022 3:29,14.7238,75.312,,,
544,1/18/2022 3:44,14.6809,74.446,,,
545,1/18/2022 3:59,14.6829,74.271,,,
546,1/18/2022 4:14,14.6857,74.619,,,
547,1/18/2022 4:29,14.6904,74.619,,,
548,1/18/2022 4:44,14.7006,75.312,,,
549,1/18/2022 4:59,14.7052,77.225,,,
